trade_date,close
2021-06-22,3.07119940800994
2021-06-23,3.0692301595227747
2021-06-24,3.07
2021-06-25,3.07
2021-06-28,3.089319391710646
2021-06-29,3.078800731440115
2021-06-30,3.0807698267964656
2021-07-01,3.08
2021-07-02,3.08
2021-07-05,3.08
2021-07-06,3.08
2021-07-07,3.089659585982114
2021-07-08,3.0795706450433475
2021-07-09,3.0711102912580395
2021-07-12,3.0707698695333527
2021-07-13,3.0603404074511675
2021-07-14,3.051110159163673
2021-07-15,3.0314501411467476
2021-07-16,3.0411991467666284
2021-07-19,3.0488898835525875
2021-07-20,3.03957044828159
2021-07-21,3.040769881070261
2021-07-22,3.04
2021-07-23,3.0496596674962464
2021-07-26,3.0395705088824156
2021-07-27,3.0504293783634853
2021-07-28,3.0395707326762618
2021-07-29,3.040769763860466
2021-07-30,3.0206809979116036
2021-08-02,2.9925597434069844
2021-08-03,3.0116286124938068
2021-08-04,2.989142388238059
2021-08-05,2.9818797613155965
2021-08-06,2.9904290453371876
2021-08-09,2.9892303241877847
2021-08-10,3.0189781027107543
2021-08-11,3.017691475711819
2021-08-12,3.039318797622812
2021-08-13,3.019143346994778
2021-08-16,3.031197121000161
2021-08-17,3.0292309840234597
2021-08-18,3.010681895188947
2021-08-19,3.040514441511136
2021-08-20,3.018376475973131
2021-08-23,3.0215377815323214
2021-08-24,3.029658364837548
2021-08-25,3.019572702434247
2021-08-26,3.020768980728365
2021-08-27,3.0103416880532587
2021-08-30,3.0204271846340216
2021-08-31,2.9999148894013414
2021-09-01,3.0305107698884903
2021-09-02,3.0566679933701253
2021-09-03,3.0480345621673015
2021-09-06,3.060427013223925
2021-09-07,3.0592311150260207
2021-09-08,3.0889743829535963
2021-09-09,3.0973521829752633
2021-09-10,3.0895729000773318
2021-09-13,3.1004269893628336
2021-09-14,3.099231225064184
2021-09-15,3.0613671981385524
2021-09-16,3.063075966532981
2021-09-17,3.0503417587637736
2021-09-22,3.0700849711760143
2021-09-23,3.0491469721394413
2021-09-24,3.070852129234175
2021-09-27,3.049148768097254
2021-09-28,3.051536294105901
2021-09-29,3.059657445278549
2021-09-30,3.059231759573123
2021-10-08,3.0503425543386524
2021-10-11,3.0700829665144154
2021-10-12,3.078120751200887
2021-10-13,3.0792316744875206
2021-10-14,3.0703425474104082
2021-10-15,3.0611108628827455
2021-10-18,3.0511107362518683
2021-10-19,3.0604258873849033
2021-10-20,3.059231638982212
2021-10-21,3.06
2021-10-22,3.0793150451692926
2021-10-25,3.059148660666803
2021-10-26,3.0711936832273747
2021-10-27,3.059574744350725
2021-10-28,3.0607681228413597
2021-10-29,3.0503428699561606
2021-11-01,3.050768064205563
2021-11-02,3.0693142562675857
2021-11-03,3.0394932424680396
2021-11-04,3.0423045253244543
2021-11-05,3.04
2021-11-08,3.04
2021-11-09,3.0303432070325025
2021-11-10,3.0404248774856364
2021-11-11,3.0392318625574775
2021-11-12,3.0689702182202465
2021-11-15,3.058039493532028
2021-11-16,3.0607679391613503
2021-11-17,3.06
2021-11-18,3.069656581233919
2021-11-19,3.059575534958353
2021-11-22,3.060767934063284
2021-11-23,3.06
2021-11-24,3.0696565239009996
2021-11-25,3.0788886566829166
2021-11-26,3.079232077842414
2021-11-29,3.070343413929398
2021-11-30,3.061111322236098
2021-12-01,3.0511111956820263
2021-12-02,3.0604246163466104
2021-12-03,3.0495754957991683
2021-12-06,3.060424392700479
2021-12-07,3.0592321556013884
2021-12-08,3.0696565458785283
2021-12-09,3.059575721846433
2021-12-10,3.070424167269168
2021-12-13,3.069232269636828
2021-12-14,3.0603435686808327
2021-12-15,3.051111289511512
2021-12-16,3.05076777057235
2021-12-17,3.05
2021-12-20,3.059656496391596
2021-12-21,3.0495757892459614
2021-12-22,3.0604240995136425
2021-12-23,3.059232288251114
2021-12-24,3.06
2021-12-27,3.0503436180394643
2021-12-28,3.060424037230948
2021-12-29,3.0688886209302275
2021-12-30,3.0499195922473548
2021-12-31,3.051535731386311
2022-01-04,3.05
2022-01-05,3.069312540613865
2022-01-06,3.0877773243459887
2022-01-07,3.088464368795959
2022-01-10,3.1382827355720817
2022-01-11,3.1265073987756744
2022-01-12,3.1404231383668666
2022-01-13,3.1199209411063835
2022-01-14,3.140845189383364
2022-01-17,3.0901908921477896
2022-01-18,3.0938306830718796
2022-01-19,3.118966055174289
2022-01-20,3.1080442154336496
2022-01-21,3.1204218046879535
2022-01-24,3.1192333362311824
2022-01-25,3.12
2022-01-26,3.0910345926478238
2022-01-27,3.0922999781485734
2022-01-28,3.09
2022-02-07,3.09
2022-02-08,3.128620618154828
2022-02-09,3.165557965919407
2022-02-10,3.157277178766081
2022-02-11,3.189733384158266
2022-02-14,3.187701984484445
2022-02-15,3.170688426125033
2022-02-16,3.152220537078696
2022-02-17,3.170844610083171
2022-02-18,3.1781227349653784
2022-02-21,3.198545744731043
2022-02-22,3.1791554277061524
2022-02-23,3.1718771657538145
2022-02-24,3.161110415300759
2022-02-25,3.1124846298414934
2022-02-28,3.113830561173809
2022-03-01,3.1003436190595948
2022-03-02,3.1200782757876833
2022-03-03,3.1281248047853674
2022-03-04,3.148547480176758
2022-03-07,3.14846893256462
2022-03-08,3.1306869625832214
2022-03-09,3.102560860754698
2022-03-10,3.082981902270987
2022-03-11,3.081530827875304
2022-03-14,3.099314559277259
2022-03-15,3.0888115851088944
2022-03-16,3.03282136513781
2022-03-17,3.0732239140866016
